City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
273,Sangar,RU,2020-02-21 23:41:01,63.92,127.47,-6.74,95,100,8.3
274,Adrar,MR,2020-02-21 23:41:01,20.5,-10.07,74.84,11,0,10.54
275,Oyon,PE,2020-02-21 23:41:02,-10.67,-76.77,43.47,90,100,4.16
276,Ahipara,NZ,2020-02-21 23:41:02,-35.17,173.17,71.58,85,100,9.17
277,Naze,JP,2020-02-21 23:38:19,28.37,129.48,64.4,77,75,3.36
278,Sinnamary,GF,2020-02-21 23:41:03,5.38,-52.95,78.84,82,23,10.63
279,Daru,PG,2020-02-21 23:41:03,-9.08,143.21,86.09,67,83,10.4
280,Lodja,CD,2020-02-21 23:41:03,-3.48,23.43,72.37,88,86,0.54
281,Mecca,SA,2020-02-21 23:39:30,21.43,39.83,64.76,46,0,1.92
282,Simao,CN,2020-02-21 23:41:04,22.79,100.97,51.3,96,0,3.09
283,Bambous Virieux,MU,2020-02-21 23:41:04,-20.34,57.76,77.0,73,40,4.7
284,Kedrovyy,RU,2020-02-21 23:41:04,56.17,91.82,21.2,92,40,4.47
285,Ocos,GT,2020-02-21 23:41:04,14.51,-92.19,89.6,49,20,9.17
286,Saint George,US,2020-02-21 23:37:58,37.1,-113.58,66.2,14,1,4.7
287,Meulaboh,ID,2020-02-21 23:41:05,4.14,96.13,80.64,73,4,8.37
288,Aksarka,RU,2020-02-21 23:41:05,66.56,67.8,2.79,85,0,11.25
289,Ilinskoye-Khovanskoye,RU,2020-02-21 23:41:05,56.97,39.77,33.8,80,96,8.95
290,Nuevo Progreso,MX,2020-02-21 23:41:06,23.17,-97.95,64.0,62,88,8.01
291,Klaksvik,FO,2020-02-21 23:41:06,62.23,-6.59,41.0,52,33,14.99
292,Laukaa,RU,2020-02-21 23:41:06,58.74,29.85,35.11,91,100,10.09
293,Krasnoarmeysk,RU,2020-02-21 23:41:06,51.02,45.7,32.0,77,100,1.01
294,Havoysund,NO,2020-02-21 23:41:07,71.0,24.66,33.8,69,63,35.57
295,Bonavista,CA,2020-02-21 23:41:07,48.65,-53.11,15.01,69,54,14.0
296,Port Lincoln,AU,2020-02-21 23:41:07,-34.73,135.87,65.93,67,77,11.39
297,Lata,PT,2020-02-21 23:38:18,40.16,-8.33,62.01,93,0,2.24
298,Arraial Do Cabo,BR,2020-02-21 23:41:07,-22.97,-42.03,78.8,94,40,5.82
299,Lacolle,CA,2020-02-21 23:41:07,45.08,-73.37,27.0,57,1,9.17
300,Gazli,UZ,2020-02-21 23:41:08,40.13,63.45,40.33,88,58,8.7
301,Salalah,OM,2020-02-21 23:38:20,17.02,54.09,77.0,73,75,5.82
302,Vestmanna,FO,2020-02-21 23:41:08,62.16,-7.17,41.0,52,37,14.99
